Titre,Lien,Description,Tags,Date,Nom_de_la_chaine,Nombre_de_like,Nombre_de_vue;;;;;;
"Nos pires anecdotes de honte (Masterclass de Gad),https://www.youtube.com/watch?v=zSl1xrCbCxc,""Tous ces moments de solitude, de gêne, de malaise ou de honte enfin avoués... Et quel plaisir de les partager tous ensemble sans jugement ! (avec un tout petit peu de jugement quand même)  Merci à Fruitz d'avoir sponsorisé cette énorme vidéo. Téléchargez l’application pour faire des rencontres avec des personnes qui ont les mêmes envies que vous  : https://eat.fruitz.io/HO6NvnNqqhb Toujours commencer une conversation par un “Comment vont-je ?”  100% de relation formidable après ça, selon nos analyses de la NASA.  Un dimanche généreux puisque vous pouvez retrouvez une nouvelle table ovale audio exclusivement sur Spotify par ici : https://spoti.fi/3vUrBFH  1000 mercis pour ces âmes mises à nu : Gaëlle Garcia Diaz, Jérémie Déthelot, Lena Situations, Paul Mirabel, Djilsi, Bilal Hassani, Gad Elmaleh  Retrouvez les anecd’hontes par ordre:  4:28 McFly 9:37 Gaëlle Garcia Diaz 16:05 Jérémie Déthelot 22:25 Carlito 31:53 Lena Situations  36:39 Paul Mirabel 46:00 Djilsi 54:24  Bilal Hassani 1:02:37 Gad Elmaleh  Tournage réalisé dans le respect du protocole sanitaire contre la COVID 19.  Tous les intervenants et techniciens ont été testé au préalable.  Réalisateur : Florent Sabatier OPV : Maxime Gaudet, Jordi Gueyrard, Emmanuel Guimier, Benjamin Sibioude, Vincent Rocco OPS : Martin Bonami Régisseur : Mamadou Wadiou Assistant régisseur adjoint : Emile Rivet Déco : PAMS Maquillage / Coiffure : Kim Desnoyers et Karmen Sefer Photographe : Laura Gilli   Executive assistante : Camille Blondeau   Directrice de production : Clara Lesage Chargée de production : Cécile Heckel  Assistant de production adjoint : Ayoub El Allaoui Stagiaire image : Cathy Brémond  Assistant Monteur : Jérôme Fillette Chef Monteur : Florian Hautekiet Mixage : Martin Bonami Etalonnage : Fabien Lamadie Vignette et Graphisme  : Antoine Behaeghel - Moodmaker  Moyens techniques : Planipresse Visual Impact THB  Remerciements :  Tous les abonnés présents testés PCR et approuvés Aurélien Le Draoullec L’équipe Fruitz  Françoise et l’Ecole Vétérinaire de Maisons-Alfort.  INSTAGRAM  https://www.instagram.com/rafcarlito  https://www.instagram.com/levraimcfly  FACEBOOK  ►https://facebook.com/raphaelcarlierakacarlito ►https://www.facebook.com/mcflyofficiel  TWITTER   https://twitter.com/levraimcfly  https://twitter.com/raphael_carlier  TIKTOK @carlitopourdevrai @mcflytiktok  La Squadra s'est qualifiée, bravo à l'Autriche qui a vraiment bien joué... pronostic pour la France lundi soir : 2-1 pour les bleus. Screenez ça les amis.  LUCA c'est formidable allez checker ça les amis."",""mcfly carlito fatshow badass j'effectue appelle gens hasard"",2021-06-27,""Mcfly et Carlito"",756285,20231913";;;;;;
"Algérie - Rencontre en 2009 avec Karim Tabbou, l&#39;une des figures du Hirak en 2019 [Le Mémo],https://www.youtube.com/watch?v=WZNJpYipeig,""[Le Mémo] - En #Algérie, Karim Tabbou est l'un des animateurs du #Hirak, le mouvement de contestation. Il y a dix ans, nous l'avions rencontré alors qu'il se battait contre le 3e mandat d'Abdelaziz #Bouteflika !   Il est l'une des figures d'opposition et du Hirak en Algérie. Le militant Karim Tabbou a été arrêté plusieurs fois cette année. Il est pour l'heure maintenu en détention pour """"incitation à la violence et atteinte à l'unité nationale"""", alors que le pays s'approche de l'élection présidentielle du 12 décembre prochain. Il y a dix ans, alors qu'il était premier secrétaire du Front des forces socialistes (FFS), Karim Tabbou appelait au boycott d'une élection présidentielle à l'issue connue d'avance - celle de la réélection d'Abdelaziz Bouteflika pour un troisième mandat. """"Nous sommes un mouvement politique qui n'accepte pas le silence"""", déclarait-il à Tizi Ouzou en Kabylie."",""algérie hirak_algerie hirak algerie presidentielle vote_algerie vote Karim_Tabbou"",2019-12-11,""TV5MONDE Info"",570,60369";;;;;;
"Gérard Gengembre - Le mythe littéraire de Napoléon,https://www.youtube.com/watch?v=yE7Hv0Cu8e4,""« Rien ne saurait désormais détruire ou effacer les grands principes de notre Révolution. Ces grandes et belles vérités doivent demeurer à jamais tant nous les avons entrelacées de lustre, de monuments, de prodiges "; nous en avons noyé les premières souillures dans de flots de gloire ; elles sont désormais immortelles… Voilà le trépied d’où jaillira la lumière du monde. Elles le régiront ;" elles seront la foi, la religion, la morale de tous les peuples, et cette ère mémorable se rattachera, quoi qu’en ait voulu dire, à ma personne, parce qu’après tout j’ai fait briller le flambeau, consacré les principes et qu’aujourd’hui ma persécution achève de m’en rendre le Messie » (Napoléon, selon le Mémorial de Sainte-Hélène)...  Après la légende, noire ou dorée, le mythe procède du Mémorial de Sainte-Hélène publié en 1823. Le culte de Napoléon se fait religion du livre. On y lit l’union intime d’une parole survolant et semblant maîtriser le cours des choses et du discours d’un homme brisé, d’un héros vaincu et humilié. Au mythe prométhéen, il mêle le cynisme d’un chef sans illusion sur les hommes. Au démiurge de la modernité répond l’individu messianique issu du peuple. Du passé, Napoléon tire les leçons de l’avenir. Revenant sur ses erreurs, fort habilement avouées, il dégage le trajet d’un destin hors du commun.  Très vite, le romantisme prend alors en charge cette dimension mythique, consacrant l’Empereur comme incarnation de l’énergie et de la volonté (Balzac, la référence napoléonienne irriguant La Comédie humaine), comme modèle pour les jeunes hommes en quête d’accomplissement (Stendhal, Le Rouge et le noir, 1830), comme homme du siècle (Hugo, des Orientales de 1829 aux Misérables de 1862). Le mythe évolue selon les circonstances historiques et les débats idéologiques. Ainsi, se réappropriant le thème balzacien dans Les Déracinés (1897), Maurice Barrès va-t-il ériger Napoléon en « professeur d’énergie ». La dimension messianique, quant à elle, sera reprise et magnifiée par Léon Bloy qui, dans L’Âme de Napoléon (1912), voit en lui« le préfigurant de celui qui doit venir » et par Élie Faure (« Il est à part comme Jésus », Napoléon, 1921). Avec son Napoléon de 1927, Abel Gance fait accéder le cinéma à la hauteur du mythe.  ---------------------------------------------------------------------  Gérard Gengembre, Agrégé-répétiteur puis maître de conférence à l'Ecole Normale Supérieure de Fontenay-Saint-Cloud de 1979 à 1994. Professeur de littérature française à l'université de Caen-Normandie de 1994 à 2009. Professeur émérite depuis 2009. Publications sur le thème de la conférence : Napoléon, collection """"Vie et légende"""", Larousse, 2001 ";" Napoléon, l'empereur immortel, Editions du Chêne, 2002 (traductions anglaise et américaine, 2003)  ---------------------------------------------------------------------  Abonnez-vous à la chaîne pour retrouver toutes nos vidéos : https://www.youtube.com/UnivNantes/?sub_confirmation=1   Retrouvez les conférences de l'Université de Nantes sur France Culture : https://www.franceculture.fr/conferences/universite-de-nantes  Suivez l'Université de Nantes sur les réseaux sociaux :  FACEBOOK : https://www.facebook.com/univnantes/ TWITTER : https://twitter.com/UnivNantes INSTAGRAM : https://www.instagram.com/univnantes/"",""Université Nantes Recherche Formation Sciences Vulgarisation Conférence Enseignement Littérature Histoire Mythe Romantisme Balzac Léon_Bloy Victor_Hugo Stendhal Abel_Gance"",2021-12-02,NantesUniv,126,6324";;
"Comment faire des joints sur plaque de plâtre ? I Les Tutos Placo®,https://www.youtube.com/watch?v=X9-Te_L8sos,""Une fois la pose des plaques de plâtre terminée, il est maintenant temps de passer aux finitions. La réalisation des joints avec Placo® permet d'assurer la solidité de l'ouvrage en participant à la protection incendie, l'isolation phonique, et la résistance mécanique. Il est donc important de bien les soigner. La qualité des joints va également permettre d'éviter les fissures entre les plaques de plâtre et la compatibilité avec tous types de finition : peinture, enduit, tapisserie. Voyons, étape par étape, comment faire les joints pour une finition impeccable.  Retrouvez la fiche pratique travaux sur : https://particuliers.placo.fr/tutoriels-travaux/traitement-des-joints-placo  Découvrez la playlist """"Les tutos Placo®"""" : https://www.youtube.com/playlist?list=PLFLa_21zox6geKcVAon9oDOhZV5RxJ6gW  Abonnez-vous à notre chaîne pour plus de vidéos : http://bit.ly/AbonnementYouTubePlacoTV   Qui sommes-nous ? En inventant chaque jour des solutions plus performantes, écologiques, fonctionnelles et esthétiques, Placo® participe à construire l’habitat de demain : plus sain, plus sûr et plus évolutif.  Depuis sa création en 1946, l’entreprise s’affirme comme le partenaire de référence des acteurs du bâtiment, grâce à la qualité de ses produits à base de plâtre et d’isolation en polystyrène expansé. Placo® adapte en permanence son offre, ses techniques et ses services aux nouveaux usages et contraintes de ses utilisateurs. Placo® participe à construire l’habitat de demain, avec pour priorités le confort et la santé des occupants, la facilité d’utilisation et le respect de l’environnement.    Retrouvez sur notre chaîne tous les conseils pour placer le confort au cœur de vos projets : des tutoriels de pose, des décryptages de produits et de services, des reportages chantiers illustrant le savoir-faire du Club entreprises Placo®.   Visitez notre site internet pour les professionnels : https://www.placo.fr/  Visitez notre site internet pour les particuliers : https://particuliers.placo.fr/   Retrouvez-nous aussi sur : Twitter : https://twitter.com/placo_fr/ Facebook : https://www.facebook.com/PlacoFrance/ Linkedin : https://www.linkedin.com/company/placoplatre/"",""joints_placo fissure_joint joint_BA_13 joints finitions tutos_placo astuces_placo aide_placo solution_placo pose_placo placo placoplatre placo_tv acoustique thermique isolation plafond plâtre"",2012-02-24,""Placo® France"",2865,1545345";;;;;;
"Cérémonie de la Lumière 2021 - Campus Saint-Jean,https://www.youtube.com/watch?v=IFQ3p6MgAZ0,""Cérémonie de la Lumière 2021 virtuelle du Campus Saint-Jean de l'Université de l'Alberta, diffusée le vendredi 25 juin 2021 à 14h. Plus d'infos: uab.ca/csj"",,2021-06-25,""Campus Saint-Jean, UAlberta"",22,816";;;;;;
"Covid-19 : pourquoi l&#39;exécutif monte au front avant la rentrée des classes ?,https://www.youtube.com/watch?v=tMqaa8UtrMA,""Le gouvernement a fait de nombreuses annonces en l'espace de 48 heures, des mesures éminemment politiques. Selon le service politique d'Europe 1, les nouvelles modalités d'isolement par exemple montrent que le gouvernement veut éviter la désorganisation du pays.  ABONNEZ-VOUS pour plus de vidéos : http://bit.ly/radioE1 LE DIRECT : http://www.europe1.fr/direct-video   Retrouvez-nous sur :  | Notre site : http://www.europe1.fr  | Facebook : https://www.facebook.com/Europe1  | Twitter : https://twitter.com/europe1  | Google + : https://plus.google.com/+Europe1/posts  | Pinterest : http://www.pinterest.com/europe1/"",""actu actualité coronavirus europe_1 news vaccination Europe1_radio vaccin Covid19 épidémie pandemie cnews BFMTV Sud_Radio pass_sanitaire confinement vaccinés non-vaccinés Le_Figaro France_Info 3e_dose Doctolib réanimation variant omicron hopitaux pass_vaccinal"",2022-01-02,""Europe 1"",64,33029";;;;;;
"Italie : manifestation à Rome contre la hausse du coût de la vie,https://www.youtube.com/watch?v=SbeYtQdnKbs,""Une centaine de personnes proteste contre l'inflation galopante et pour dénoncer la spéculation des compagnies énergétiques et l'inaction du gouvernement pour aider les classes sociales les plus modestes."",,2022-10-04,""TV5MONDE Info"",53,3189";;;;;;
"Lali Dugelay: ma vie d&#39;autiste Asperger,https://www.youtube.com/watch?v=1CqP8I7hje4,""Le syndrome d’Asperger est une forme d’autisme sans déficience intellectuelle, ni retard de langage. Les personnes souffrant de ce trouble présentent des difficultés de communication verbale et non verbale, ont des comportements répétitifs et routiniers et ont des difficultés d'intégration sociale. Mais comment le reconnaître ? Comment savoir si une personne est atteinte de troubles du comportement ou de ce syndrome ? Lali Dugelay, est la créatrice du site Aspie At Work pour faire connaître l'autisme, et nous livre un témoignage  exceptionnel. Cette émission est animée par Mathilde Debry, Journaliste Médicale. Ne loupez rien de l’actualité médicale en continue sur nos réseaux sociaux !  Sur Instagram, des actus du jour, des conseils santé, des quiz : @PourquoiDocteur  https://www.instagram.com/pourquoidocteur/?hl=fr ⌚Sur Facebook, tous nos articles en direct : https://www.facebook.com/Pourquoidoc  Notre Twitter : https://twitter.com/Pourquoidocteur  Et bien sûr notre site internet : https://www.pourquoidocteur.fr/"",""Autisme Asperger Lali_Dugelay"",2021-08-22,""Pourquoi Docteur"",959,103749";;;;;;
"Briefing presse après le Conseil de gouvernement (04.02.2022),https://www.youtube.com/watch?v=nlOBZeXEedU,""Le Premier ministre, ministre d'État, Xavier Bettel, et la ministre de la Santé, Paulette Lenert, informent la presse sur les travaux du Conseil de gouvernement.  Transcript sous-titrage : https://gd.lu/ftsgh8"",""Luxembourg corinavirus luxemburg Lëtzebuerg covid covid19 santé mesures Xavier_Bettel conseil chambre Chamber Restriktiounen restrictions COVID-19 corona virus"",2022-02-04,""Gouvernement LU"",,4474";;;;;;
"Etudiants confinés,https://www.youtube.com/watch?v=-fN6e8YOvbQ,""C'est pas facile d'avoir 20 ans en 2020.  Grosse pensée et gros soutien à tous les étudiants qui vivent une période compliquée.   Merci à ma soeur @Marie Reno  Merci à Violette Reno Merci à la formidable voix OFF @SUPERFLAME  Merci à mon frère JR et Rémi Dumas Merci à Kélian, Safira, Shana, Enam et Angèle. Coauteur : Pierre Thévenoux"",,2021-02-15,Franjo,37344,740339";;;;;;
"Recyclage, design et métier d&#39;art - Rencontres des Gobelins 2022,https://www.youtube.com/watch?v=ZwtWqin457s,""Intervenants :  Mélanie Fourcy (Les Canaux, Paris) - Sublimer les matières rebuts grâce aux métiers d'art : retour d'expérience de l'association Les Canaux Valérie Accary, Sandrine Couroyer (Les MétamorFoses) - Les MétamorFoses : sublimer les imperfections par l'upcycling artistique Antonin Mongin (designer, docteur en design textile) - L'Artisanat d'art du cheveu coupé. Réveil d'une pratique oubliée valorisant les chutes capillaires  2. Savoir-faire, design, et développement durable. Une rencontre Slow Made en partenariat avec la Fondation Banque Populaire  11 octobre 2022 http://www.mobiliernational.culture.gouv.fr/fr/expositions-et-evenements/debats-et-conferences/saison-20222023"",,2022-10-20,""Mobilier national"",3,72";;;;;;
"Grand Débat avec les élus d&#39;Île-de-France et les acteurs associatifs de l&#39;Essonne,https://www.youtube.com/watch?v=ZYbRkBnTFIM,""https://www.elysee.fr/emmanuel-macron/2019/02/04/grand-debat-avec-les-elus-dile-de-france-et-les-acteurs-associatifs-de-lessonne-sur-les-attentes-des-habitants-des-quartiers  Pour suivre la Présidence de la République : Facebook : https://www.facebook.com/elysee.fr Twitter : https://twitter.com/elysee Instagram : https://www.instagram.com/elysee LinkedIn : https://www.linkedin.com/company/pr-sidence-de-la-r-publique"",""élysée Présidence emmanuel macron france grand_débat quartier banlieue essonne ile_de_france associations"",2019-02-05,Élysée,114,14442";;;;;;
